Order Number ,Order Date,SKU ID,Warehouse ID,Customer Type,Order Quantity,Unit Sale Price,Revenue
SO - 043842,2022-08-04,1819AA,AXW291,Distributor,4.678360446,30.0,140
SO - 043843,2022-08-04,3178CA,GUT930,Wholesale,0.124443392,26000.0,3236
SO - 043844,2022-08-04,1767CA,AXW291,Distributor,9.30462144,30.0,279
SO - 043845,2022-08-04,1468AA,AXW291,Wholesale,2.251911356,30.0,68
SO - 043846,2022-08-04,2473CA,AXW291,Distributor,10679.54896,5.95,63543
SO - 043847,2022-08-04,2449CA,FLR025,Distributor,8.826829274,30.0,265
SO - 043848,2022-08-04,1571AA,AXW291,Wholesale,4.375232243,320.0,1400
SO - 043849,2022-08-04,3249CA,AXW291,Distributor,2.386344847,320.0,764
SO - 043850,2022-08-04,1281BA,AXW291,Wholesale,0.764454596,139500.0,106641
SO - 043851,2022-08-04,1582CA,GUT930,Export,2.267803251,550.0,1247
SO - 043852,2022-08-04,2528CA,FLR025,Wholesale,705.434592,21.0,14814
SO - 043853,2022-08-04,3075BA,AXW291,Distributor,3.029702205,31.0,94
SO - 043854,2022-08-04,1876AA,AXW291,Wholesale,0.746569463,22919.0,17111
SO - 043855,2022-08-04,1811CA,AXW291,Wholesale,5.50944766,30.0,165
SO - 043856,2022-08-04,2449CA,NXH382,Wholesale,1.550081176,30.0,47
SO - 043857,2022-08-04,1741BA,GUT930,Wholesale,2.54559048,1450.0,3691
SO - 043858,2022-08-04,3239AA,AXW291,Export,4.059495004,687.5,2791
SO - 043859,2022-08-04,1374CA,NXH382,Export,9.478097344,30.0,284
SO - 043860,2022-08-04,1367CA,FLR025,Export,1.087073488,22000.0,23916
SO - 043861,2022-08-04,1266CA,AXW291,Wholesale,2.0,118900.0,237800
SO - 043862,2022-08-04,2953BA,AXW291,Distributor,60.0,47.90925,2875
SO - 043863,2022-08-04,3619CA,AXW291,Export,7421.0,0.7455,5532
SO - 043864,2022-08-04,2923CA,AXW291,Wholesale,31.0,20.18857,626
SO - 043865,2022-08-04,2142CA,AXW291,Export,20.0,2956.0,59120
SO - 043866,2022-08-04,3494AA,GUT930,Wholesale,50.0,3.5,175
SO - 043867,2022-08-04,3502BA,GUT930,Distributor,2.0,1234.335,2469
SO - 043868,2022-08-04,1366BA,NXH382,Distributor,1.0,16900.0,16900
SO - 043869,2022-08-04,3084CA,NXH382,Wholesale,2.0,2769.81,5540
SO - 043870,2022-08-04,3512AA,AXW291,Wholesale,700.0,0.10295,72
SO - 043871,2022-08-04,1479CA,NXH382,Distributor,25.0,385.5625,9639
SO - 043872,2022-08-04,1511CA,AXW291,Export,10.0,6.787,68
SO - 043873,2022-08-04,3407CA,AXW291,Wholesale,5.0,1017.592,5088
SO - 043874,2022-08-04,2953BA,AXW291,Distributor,60.0,47.90925,2875
SO - 043875,2022-08-04,1379CA,GUT930,Wholesale,9.0,490.18125,4412
SO - 043876,2022-08-04,1992AA,GUT930,Distributor,15.0,586.3916,8796
SO - 043877,2022-08-04,3193AA,AXW291,Wholesale,5.0,1425.0,7125
SO - 043878,2022-08-04,3413AA,AXW291,Export,5.0,35.3004,177
SO - 043879,2022-08-04,2555CA,AXW291,Distributor,6.0,682.5,4095
SO - 043880,2022-08-05,1130AA,NXH382,Distributor,50.0,17.26609,863
SO - 043881,2022-08-05,2331CA,AXW291,Wholesale,60.0,210.12419,12607
SO - 043882,2022-08-05,2317CA,NXH382,Wholesale,1334.0,37.26672,49714
SO - 043883,2022-08-05,3271CA,AXW291,Distributor,1.0,34.5,35
SO - 043884,2022-08-05,1695CA,AXW291,Wholesale,1.0,1649.3,1649
SO - 043885,2022-08-05,1497CA,AXW291,Distributor,1250.0,16.71828,20898
SO - 043886,2022-08-05,1126CA,AXW291,Wholesale,1000.0,32.8,32800
SO - 043887,2022-08-05,1224AA,FLR025,Wholesale,35.0,698.0,24430
SO - 043888,2022-08-05,1624AA,GUT930,Distributor,7.0,722.101,5055
SO - 043889,2022-08-05,3404CA,FLR025,Distributor,4.0,396.54,1586
SO - 043890,2022-08-05,3160BA,AXW291,Export,2.0,270.909,542
SO - 043891,2022-08-05,2847BA,AXW291,Distributor,172.0,241.79216,41588
SO - 043892,2022-08-05,2212AA,NXH382,Wholesale,12.0,747.405,8969
SO - 043893,2022-08-05,1445BA,GUT930,Wholesale,17.0,1291.865,21962
SO - 043894,2022-08-05,1224AA,GUT930,Wholesale,44.0,698.0,30712
SO - 043895,2022-08-05,2763CA,AXW291,Wholesale,1667.0,10.08731,16816
SO - 043896,2022-08-05,1116CA,FLR025,Distributor,850.0,32.8,27880
SO - 043897,2022-08-05,3533CA,GUT930,Export,1050.0,0.64377,676
SO - 043898,2022-08-05,1464AA,AXW291,Wholesale,3.0,842.57,2528
SO - 043899,2022-08-05,1964BA,NXH382,Distributor,240.0,99.12769,23791
SO - 043900,2022-08-05,1967BA,FLR025,Wholesale,1487.5,178.65,265742
SO - 043901,2022-08-05,2317CA,GUT930,Wholesale,446.0,37.26672,16621
SO - 043902,2022-08-05,2970CA,GUT930,Distributor,1.0,512.205,512
SO - 043903,2022-08-05,2501CA,GUT930,Wholesale,1600.0,35.12175,56195
SO - 043904,2022-08-05,2923CA,AXW291,Wholesale,145.0,20.18857,2927
SO - 043905,2022-08-05,1695CA,FLR025,Wholesale,1.0,1649.3,1649
SO - 043906,2022-08-05,3448CA,NXH382,Wholesale,50.0,6.5255,326
SO - 043907,2022-08-05,3378CA,NXH382,Wholesale,300.0,1.5,450
SO - 043908,2022-08-05,2337CA,AXW291,Distributor,642.0,1.72706,1109
SO - 043909,2022-08-05,3495CA,AXW291,Wholesale,15.0,39.835,598
SO - 043910,2022-08-05,2501CA,GUT930,Distributor,35.0,35.12175,1229
SO - 043911,2022-08-05,3120BA,GUT930,Distributor,3.0,1534.88,4605
SO - 043912,2022-08-05,3160BA,GUT930,Distributor,6.0,270.909,1625
SO - 043913,2022-08-05,2930CA,FLR025,Export,3.0,20.00833,60
SO - 043914,2022-08-05,1382CA,FLR025,Wholesale,8.0,613.52125,4908
SO - 043915,2022-08-05,2331CA,AXW291,Wholesale,66.0,210.12419,13868
SO - 043916,2022-08-05,3461CA,AXW291,Distributor,2.0,30.064,60
SO - 043917,2022-08-05,1851CA,FLR025,Distributor,1.953819511,30.0,59
SO - 043918,2022-08-05,1488CA,AXW291,Wholesale,7.551755146,30.0,227
SO - 043919,2022-08-05,3016BA,GUT930,Wholesale,2.029425117,20005.8,40600
SO - 043920,2022-08-05,2096AA,AXW291,Wholesale,9.653315604,30.0,290
SO - 043921,2022-08-05,1390BA,FLR025,Distributor,6.741158623,30.0,202
SO - 043922,2022-08-05,1326AA,FLR025,Distributor,8.806797108,30.0,264
SO - 043923,2022-08-06,3271CA,AXW291,Export,0.500396009,34.5,17
SO - 043924,2022-08-06,3205AA,AXW291,Export,0.558073879,76300.0,42581
SO - 043925,2022-08-06,2573CA,AXW291,Distributor,21.11827703,1618.99,34190
SO - 043926,2022-08-06,3271CA,GUT930,Wholesale,1.115794872,34.5,38
SO - 043927,2022-08-06,3239AA,GUT930,Export,5.113499057,687.5,3516
SO - 043928,2022-08-06,1876AA,GUT930,Distributor,0.408177047,22919.0,9355
SO - 043929,2022-08-06,3038BA,AXW291,Wholesale,1.608724837,1300.0,2091
SO - 043930,2022-08-06,2336BA,AXW291,Distributor,96.4461748,7.92068,764
SO - 043931,2022-08-06,1308BA,GUT930,Wholesale,3.264901843,30.0,98
SO - 043932,2022-08-06,1688CA,NXH382,Distributor,4.692674919,30.0,141
SO - 043933,2022-08-06,1283CA,AXW291,Wholesale,0.25728718,98333.33,25300
SO - 043934,2022-08-06,1374CA,NXH382,Export,5.944758152,30.0,178
SO - 043935,2022-08-06,2418CA,NXH382,Wholesale,513.2711557,5.8,2977
SO - 043936,2022-08-06,1296CA,NXH382,Wholesale,2.241608486,30.0,67
SO - 043937,2022-08-06,2267CA,AXW291,Export,8.006534801,1896.44,15184
SO - 043938,2022-08-06,1403CA,NXH382,Export,1.61444455,2550.0,4117
SO - 043939,2022-08-06,1317BA,GUT930,Distributor,2.073057912,30.0,62
SO - 043940,2022-08-06,2473CA,NXH382,Wholesale,12226.79588,5.95,72749
SO - 043941,2022-08-06,1851CA,AXW291,Export,4.288491928,30.0,129
SO - 043942,2022-08-06,1902BA,FLR025,Wholesale,8.588867373,30.0,258
SO - 043943,2022-08-06,3178CA,GUT930,Export,1.045778506,26000.0,27190
SO - 043944,2022-08-06,3038BA,GUT930,Wholesale,0.861667766,1300.0,1120
SO - 043945,2022-08-06,1672AA,NXH382,Wholesale,0.181748782,30.0,5
SO - 043946,2022-08-06,3249CA,AXW291,Distributor,8.593248514,320.0,2750
SO - 043947,2022-08-06,2267CA,AXW291,Distributor,0.446274472,1896.44,846
SO - 043948,2022-08-06,3205AA,AXW291,Wholesale,0.761001606,76300.0,58064
SO - 043949,2022-08-06,1688CA,AXW291,Wholesale,6.458745797,30.0,194
SO - 043950,2022-08-06,1196AA,AXW291,Distributor,3.110865707,30.0,93
SO - 043951,2022-08-06,3016BA,AXW291,Export,0.998324762,20005.8,19972
SO - 043952,2022-08-06,1801AA,NXH382,Distributor,10.70014331,1250.0,13375
SO - 043953,2022-08-06,3239AA,GUT930,Export,4.868244528,687.5,3347
SO - 043954,2022-08-06,1374CA,AXW291,Distributor,3.962412286,30.0,119
SO - 043955,2022-08-06,1857AA,GUT930,Wholesale,0.263346081,30.0,8
SO - 043956,2022-08-06,2117BA,NXH382,Wholesale,54.60173367,2424.0,132355
SO - 043957,2022-08-06,1876AA,NXH382,Wholesale,0.125846931,22919.0,2884
SO - 043958,2022-08-06,1947CA,AXW291,Export,5.34355559,30.0,160
SO - 043959,2022-08-06,1672AA,AXW291,Wholesale,3.436600153,30.0,103
SO - 043960,2022-08-06,3038BA,AXW291,Wholesale,0.905553464,1300.0,1177
SO - 043961,2022-08-06,3345AA,AXW291,Wholesale,4.0,31.06467,124
SO - 043962,2022-08-06,2953BA,AXW291,Wholesale,60.0,47.90925,2875
SO - 043963,2022-08-06,1486CA,GUT930,Wholesale,3.0,190.72,572
SO - 043964,2022-08-06,2227AA,NXH382,Wholesale,4.0,751.635,3007
SO - 043965,2022-08-06,2234AA,NXH382,Wholesale,13.0,903.0,11739
SO - 043966,2022-08-07,2752AA,FLR025,Wholesale,3.0,76.502,230
SO - 043967,2022-08-07,3160BA,FLR025,Wholesale,5.0,270.909,1355
SO - 043968,2022-08-07,3404CA,FLR025,Wholesale,5.0,396.54,1983
SO - 043969,2022-08-07,2930CA,AXW291,Wholesale,1.0,20.00833,20
SO - 043970,2022-08-07,2267CA,GUT930,Wholesale,1.0,1896.44,1896
SO - 043971,2022-08-07,3404CA,FLR025,Wholesale,5.0,396.54,1983
SO - 043972,2022-08-07,3025CA,AXW291,Wholesale,1.0,1092.5,1093
SO - 043973,2022-08-07,1970CA,GUT930,Wholesale,95.0,244.928,23268
SO - 043974,2022-08-07,2229AA,AXW291,Wholesale,1.0,1054.24333,1054
SO - 043975,2022-08-07,2025AA,GUT930,Wholesale,7.0,442.805,3100
SO - 043976,2022-08-07,1083AA,GUT930,Distributor,1220.0,29.02,35404
SO - 043977,2022-08-07,2342CA,NXH382,Wholesale,40.0,2.77685,111
SO - 043978,2022-08-07,1317CA,AXW291,Wholesale,1.0,4908.7,4909
SO - 043979,2022-08-07,2396CA,AXW291,Wholesale,1200.0,0.7646,918
SO - 043980,2022-08-07,1511CA,AXW291,Wholesale,50.0,6.787,339
SO - 043981,2022-08-07,2173CA,NXH382,Export,3.0,444.94,1335
SO - 043982,2022-08-07,3423CA,NXH382,Wholesale,2.0,29.555,59
SO - 043983,2022-08-07,1224AA,NXH382,Wholesale,75.0,698.0,52350
SO - 043984,2022-08-07,2331CA,AXW291,Distributor,55.0,210.12419,11557
SO - 043985,2022-08-07,3533CA,FLR025,Export,1180.0,0.64377,760
SO - 043986,2022-08-07,3556AA,AXW291,Distributor,4.0,1077.43125,4310
SO - 043987,2022-08-07,1956AA,GUT930,Distributor,1.0,573.09,573
SO - 043988,2022-08-07,2501CA,NXH382,Wholesale,462.0,35.12175,16226
SO - 043989,2022-08-07,1511CA,FLR025,Wholesale,40.0,6.787,271
SO - 043990,2022-08-07,1945AA,AXW291,Wholesale,1.0,965.0,965
SO - 043991,2022-08-07,2621AA,AXW291,Wholesale,5.0,61.78333,309
SO - 043992,2022-08-07,3495CA,AXW291,Distributor,5.0,39.835,199
SO - 043993,2022-08-07,3075AA,GUT930,Wholesale,8.0,60.38,483
SO - 043994,2022-08-07,2291AA,FLR025,Wholesale,570.0,18.75596,10691
SO - 043995,2022-08-07,1255CA,AXW291,Distributor,3.0,84500.0,253500
SO - 043996,2022-08-07,3512AA,NXH382,Wholesale,350.0,0.10295,36
SO - 043997,2022-08-07,1193BA,AXW291,Distributor,22.0,815.0,17930
SO - 043998,2022-08-07,1681CA,GUT930,Export,24.2685976,93.0,2257
SO - 043999,2022-08-07,2473CA,AXW291,Export,9937.984503,5.95,59131
SO - 044000,2022-08-07,1827AA,GUT930,Distributor,3.569089736,30.0,107
SO - 044001,2022-08-07,2449CA,AXW291,Wholesale,2.162324309,30.0,65
SO - 044002,2022-08-07,2143AA,AXW291,Wholesale,8.911704748,30.0,267
SO - 044003,2022-08-07,1830AA,NXH382,Wholesale,1.836125412,30.0,55
SO - 044004,2022-08-07,3205AA,AXW291,Distributor,0.389519445,76300.0,29720
SO - 044005,2022-08-07,1321BA,GUT930,Wholesale,7.410675355,30.0,222
SO - 044006,2022-08-07,1827AA,GUT930,Wholesale,3.034437284,30.0,91
SO - 044007,2022-08-07,1830AA,AXW291,Wholesale,5.927151982,30.0,178
SO - 044008,2022-08-07,1801AA,AXW291,Wholesale,14.09690394,1250.0,17621
SO - 044009,2022-08-08,1688CA,AXW291,Wholesale,4.275494286,30.0,128
SO - 044010,2022-08-08,1584BA,AXW291,Wholesale,1.367957286,425.0,581
SO - 044011,2022-08-08,1326AA,AXW291,Distributor,9.846438929,30.0,295
SO - 044012,2022-08-08,1403CA,GUT930,Distributor,1.937663502,2550.0,4941
SO - 044013,2022-08-08,1206BA,GUT930,Distributor,61.95135996,236.62475,14659
SO - 044014,2022-08-08,3180BA,NXH382,Wholesale,7.506702667,30.0,225
SO - 044015,2022-08-08,1403CA,AXW291,Distributor,1.666264593,2550.0,4249
SO - 044016,2022-08-08,1764AA,AXW291,Distributor,8.047455411,325.0,2615
SO - 044017,2022-08-08,3239AA,GUT930,Wholesale,6.038900243,687.5,4152
SO - 044018,2022-08-08,1876AA,NXH382,Export,0.436743311,22919.0,10010
SO - 044019,2022-08-08,1826AA,GUT930,Wholesale,9.563407468,30.0,287
SO - 044020,2022-08-08,2449CA,NXH382,Wholesale,4.64682707,30.0,139
SO - 044021,2022-08-08,1325AA,AXW291,Export,1.030374466,30.0,31
SO - 044022,2022-08-08,3239AA,FLR025,Export,4.893340123,687.5,3364
SO - 044023,2022-08-08,1947CA,GUT930,Wholesale,7.794856665,30.0,234
SO - 044024,2022-08-08,3205AA,AXW291,Wholesale,0.158803589,76300.0,12117
SO - 044025,2022-08-08,2449CA,GUT930,Export,9.586348766,30.0,288
SO - 044026,2022-08-08,3180BA,AXW291,Export,0.529177003,30.0,16
SO - 044027,2022-08-08,1712AA,AXW291,Distributor,9.669901792,30.0,290
SO - 044028,2022-08-08,3264CA,FLR025,Wholesale,0.931677285,30.0,28
SO - 044029,2022-08-08,3007CA,NXH382,Export,2.091335818,18832.33,39385
SO - 044030,2022-08-08,1326AA,NXH382,Distributor,9.574237531,30.0,287
SO - 044031,2022-08-08,2458CA,AXW291,Wholesale,2477.982041,6.83263,16931
SO - 044032,2022-08-08,2418CA,AXW291,Wholesale,10638.78843,5.8,61705
SO - 044033,2022-08-08,3205AA,FLR025,Distributor,0.399753578,76300.0,30501
SO - 044034,2022-08-08,2365AA,AXW291,Wholesale,6.108878625,30.0,183
SO - 044035,2022-08-08,1947CA,GUT930,Wholesale,1.964136699,30.0,59
SO - 044036,2022-08-08,1712AA,AXW291,Wholesale,1.812436682,30.0,54
SO - 044037,2022-08-08,3264CA,NXH382,Wholesale,7.460623125,30.0,224
SO - 044038,2022-08-08,1712AA,GUT930,Distributor,4.126995161,30.0,124
SO - 044039,2022-08-08,2096AA,GUT930,Distributor,0.920051822,30.0,28
SO - 044040,2022-08-08,3271CA,GUT930,Wholesale,0.495403938,34.5,17
SO - 044041,2022-08-08,1811CA,FLR025,Distributor,4.807914336,30.0,144
SO - 044042,2022-08-08,3271CA,GUT930,Distributor,1.038950931,34.5,36
SO - 044043,2022-08-08,1244AA,AXW291,Wholesale,211.5907532,60.0,12695
SO - 044044,2022-08-08,1373BA,AXW291,Wholesale,7.941905971,30.0,238
SO - 044045,2022-08-08,3178CA,GUT930,Distributor,1.154794645,26000.0,30025
SO - 044046,2022-08-08,3205AA,AXW291,Distributor,0.441788122,76300.0,33708
SO - 044047,2022-08-08,1767CA,NXH382,Wholesale,2.330488483,30.0,70
SO - 044048,2022-08-08,1851CA,AXW291,Wholesale,8.921811119,30.0,268
SO - 044049,2022-08-08,1745BA,AXW291,Wholesale,4.522704077,175.0,791
SO - 044050,2022-08-08,1672AA,AXW291,Distributor,2.758277346,30.0,83
SO - 044051,2022-08-08,2337CA,AXW291,Wholesale,350.0,1.72706,604
SO - 044052,2022-08-09,1445BA,FLR025,Distributor,4.0,1291.865,5167
SO - 044053,2022-08-09,1995AA,AXW291,Wholesale,200.0,100.57182,20114
SO - 044054,2022-08-09,3404CA,GUT930,Export,4.0,396.54,1586
SO - 044055,2022-08-09,1009AA,NXH382,Wholesale,145.0,28.76326,4171
SO - 044056,2022-08-09,1695CA,GUT930,Export,1.0,1649.3,1649
SO - 044057,2022-08-09,2331CA,GUT930,Wholesale,240.0,210.12419,50430
SO - 044058,2022-08-09,2066AA,NXH382,Wholesale,7.0,1550.95,10857
SO - 044059,2022-08-09,1511CA,NXH382,Wholesale,15.0,6.787,102
SO - 044060,2022-08-09,3502BA,AXW291,Wholesale,30.0,1234.335,37030
SO - 044061,2022-08-09,1993AA,NXH382,Wholesale,90.0,83.75125,7538
SO - 044062,2022-08-09,2513CA,FLR025,Wholesale,1.0,4805.03,4805
SO - 044063,2022-08-09,3084CA,GUT930,Wholesale,1.0,2769.81,2770
SO - 044064,2022-08-09,3404CA,FLR025,Wholesale,4.0,396.54,1586
SO - 044065,2022-08-09,2212AA,AXW291,Wholesale,2.0,747.405,1495
SO - 044066,2022-08-09,3533CA,AXW291,Export,7000.0,0.64377,4506
SO - 044067,2022-08-09,1161AA,GUT930,Wholesale,86.0,136.5925,11747
SO - 044068,2022-08-09,1163CA,NXH382,Wholesale,168.0,94.66425,15904
SO - 044069,2022-08-09,1145BA,AXW291,Distributor,11.0,85.30066,938
SO - 044070,2022-08-09,3025CA,GUT930,Export,1.0,1092.5,1093
SO - 044071,2022-08-09,3423CA,AXW291,Wholesale,1.0,29.555,30
SO - 044072,2022-08-09,1193BA,GUT930,Wholesale,17.0,815.0,13855
SO - 044073,2022-08-09,2277AA,AXW291,Distributor,8.0,6.37172,51
SO - 044074,2022-08-09,2337CA,AXW291,Wholesale,1500.0,1.72706,2591
SO - 044075,2022-08-09,3502BA,AXW291,Wholesale,20.0,1234.335,24687
SO - 044076,2022-08-09,3365CA,AXW291,Distributor,25.0,13.3248,333
SO - 044077,2022-08-09,2331CA,AXW291,Wholesale,80.0,210.12419,16810
SO - 044078,2022-08-09,1116CA,AXW291,Wholesale,450.0,32.8,14760
SO - 044079,2022-08-09,2935BA,NXH382,Export,10.0,23.495,235
SO - 044080,2022-08-09,1479CA,NXH382,Export,2.0,385.5625,771
SO - 044081,2022-08-09,1967BA,GUT930,Distributor,180.0,178.65,32157
SO - 044082,2022-08-09,3407CA,GUT930,Export,2.0,1017.592,2035
SO - 044083,2022-08-09,3512AA,NXH382,Export,4536.0,0.10295,467
SO - 044084,2022-08-09,2956AA,NXH382,Distributor,6.0,12.02259,72
SO - 044085,2022-08-09,1130AA,NXH382,Distributor,181.0,17.26609,3125
SO - 044086,2022-08-09,1902BA,AXW291,Distributor,3.188527657,30.0,96
SO - 044087,2022-08-09,3006CA,NXH382,Wholesale,6.048190243,30.0,181
SO - 044088,2022-08-09,1390BA,AXW291,Wholesale,7.860076262,30.0,236
SO - 044089,2022-08-09,1321BA,AXW291,Distributor,5.145353897,30.0,154
SO - 044090,2022-08-09,2565CA,AXW291,Distributor,59.18061604,463.03583,27403
SO - 044091,2022-08-09,3075BA,AXW291,Wholesale,3.283685488,31.0,102
SO - 044092,2022-08-09,1321BA,NXH382,Wholesale,1.968454204,30.0,59
SO - 044093,2022-08-09,2548CA,AXW291,Wholesale,4.588581379,30.0,138
SO - 044094,2022-08-09,2548CA,AXW291,Distributor,2.554729755,30.0,77
SO - 044095,2022-08-10,1308BA,GUT930,Wholesale,6.451508445,30.0,194
SO - 044096,2022-08-10,1325AA,FLR025,Wholesale,8.203695668,30.0,246
SO - 044097,2022-08-10,1582CA,GUT930,Distributor,1.405016184,550.0,773
SO - 044098,2022-08-10,1712AA,FLR025,Distributor,3.273967992,30.0,98
SO - 044099,2022-08-10,2365AA,GUT930,Wholesale,2.92766565,30.0,88
SO - 044100,2022-08-10,3249CA,NXH382,Distributor,7.873220548,320.0,2519
SO - 044101,2022-08-10,1857AA,AXW291,Wholesale,2.676167625,30.0,80
SO - 044102,2022-08-10,1196AA,AXW291,Export,8.940713426,30.0,268
SO - 044103,2022-08-10,2418CA,GUT930,Wholesale,2503.989946,5.8,14523
SO - 044104,2022-08-10,1678CA,AXW291,Export,9.851901777,30.0,296
SO - 044105,2022-08-10,2573CA,AXW291,Wholesale,30.68994921,1618.99,49687
SO - 044106,2022-08-10,1745BA,GUT930,Export,0.349472999,175.0,61
SO - 044107,2022-08-10,1876AA,AXW291,Wholesale,0.849654572,22919.0,19473
SO - 044108,2022-08-10,1325AA,AXW291,Wholesale,3.131155251,30.0,94
SO - 044109,2022-08-10,1811CA,GUT930,Wholesale,0.369576909,30.0,11
SO - 044110,2022-08-10,1688CA,NXH382,Wholesale,3.972555046,30.0,119
SO - 044111,2022-08-10,2548CA,AXW291,Wholesale,1.114909608,30.0,33
SO - 044112,2022-08-10,3271CA,AXW291,Wholesale,0.621868422,34.5,21
SO - 044113,2022-08-10,2539AA,AXW291,Distributor,8.234966541,30.0,247
SO - 044114,2022-08-10,2422BA,AXW291,Distributor,82.51350788,49.9,4117
SO - 044115,2022-08-10,3249CA,GUT930,Export,7.765927124,320.0,2485
SO - 044116,2022-08-10,3249CA,AXW291,Distributor,1.008083032,320.0,323
SO - 044117,2022-08-10,3239AA,GUT930,Distributor,8.232676685,687.5,5660
SO - 044118,2022-08-10,1764AA,AXW291,Wholesale,1.378864173,325.0,448
SO - 044119,2022-08-10,1741BA,AXW291,Distributor,0.570146013,1450.0,827
SO - 044120,2022-08-10,2458CA,AXW291,Distributor,124.7345058,6.83263,852
SO - 044121,2022-08-10,1434BA,FLR025,Wholesale,6.092930556,30.0,183
SO - 044122,2022-08-10,1842BA,AXW291,Distributor,0.32494199,6548.29,2128
SO - 044123,2022-08-10,2096AA,GUT930,Wholesale,7.006285528,30.0,210
SO - 044124,2022-08-10,1374CA,GUT930,Export,5.496844361,30.0,165
SO - 044125,2022-08-10,1767CA,NXH382,Distributor,6.852764335,30.0,206
SO - 044126,2022-08-10,1745BA,FLR025,Wholesale,0.748898659,175.0,131
SO - 044127,2022-08-10,3271CA,AXW291,Wholesale,0.082164406,34.5,3
SO - 044128,2022-08-10,1678CA,FLR025,Export,2.998791686,30.0,90
SO - 044129,2022-08-10,2573CA,AXW291,Wholesale,22.85065814,1618.99,36995
SO - 044130,2022-08-10,2267CA,AXW291,Distributor,6.981350373,1896.44,13240
SO - 044131,2022-08-10,3205AA,GUT930,Distributor,0.382585499,76300.0,29191
SO - 044132,2022-08-10,1766CA,GUT930,Distributor,5.75270215,30.0,173
SO - 044133,2022-08-10,1681CA,AXW291,Export,37.23651057,93.0,3463
SO - 044134,2022-08-10,1902BA,NXH382,Wholesale,9.992869258,30.0,300
SO - 044135,2022-08-10,1712AA,NXH382,Wholesale,0.592250841,30.0,18
SO - 044136,2022-08-10,2365AA,NXH382,Wholesale,1.64837986,30.0,49
SO - 044137,2022-08-10,2501CA,AXW291,Distributor,90.0,35.12175,3161
SO - 044138,2022-08-11,1445BA,AXW291,Wholesale,3.0,1291.865,3876
SO - 044139,2022-08-11,1161AA,AXW291,Wholesale,320.0,136.5925,43710
SO - 044140,2022-08-11,1956AA,AXW291,Wholesale,1.0,573.09,573
SO - 044141,2022-08-11,3512AA,AXW291,Wholesale,3000.0,0.10295,309
SO - 044142,2022-08-11,1695CA,NXH382,Distributor,1.0,1649.3,1649
SO - 044143,2022-08-11,1077CA,AXW291,Export,835.0,22.9777,19186
SO - 044144,2022-08-11,1479CA,AXW291,Wholesale,5.0,385.5625,1928
SO - 044145,2022-08-11,1906CA,AXW291,Distributor,2.0,1893.75,3788
SO - 044146,2022-08-11,3125AA,NXH382,Export,6.0,119.136,715
SO - 044147,2022-08-11,1695CA,FLR025,Distributor,1.0,1649.3,1649
SO - 044148,2022-08-11,2923CA,AXW291,Distributor,36.0,20.18857,727
SO - 044149,2022-08-11,3423CA,NXH382,Wholesale,1.0,29.555,30
SO - 044150,2022-08-11,2016CA,NXH382,Wholesale,350.0,267.32395,93563
SO - 044151,2022-08-11,3512AA,FLR025,Wholesale,200.0,0.10295,21
SO - 044152,2022-08-11,1497CA,GUT930,Wholesale,133.0,16.71828,2224
SO - 044153,2022-08-11,2189CA,NXH382,Export,2.0,299.805,600
SO - 044154,2022-08-11,2938CA,AXW291,Distributor,1.0,29.206,29
SO - 044155,2022-08-11,1464AA,GUT930,Wholesale,6.0,842.57,5055
SO - 044156,2022-08-11,2930CA,GUT930,Wholesale,8.0,20.00833,160
SO - 044157,2022-08-11,3075AA,GUT930,Wholesale,3.0,60.38,181
SO - 044158,2022-08-11,3413AA,AXW291,Wholesale,1.0,35.3004,35
SO - 044159,2022-08-11,2498CA,NXH382,Distributor,1.0,117.17,117
SO - 044160,2022-08-11,1971AA,AXW291,Distributor,20.5,321.9469,6600
SO - 044161,2022-08-11,3365CA,FLR025,Wholesale,1.0,13.3248,13
SO - 044162,2022-08-11,2935BA,AXW291,Export,29.0,23.495,681
SO - 044163,2022-08-11,1161AA,GUT930,Export,128.0,136.5925,17484
SO - 044164,2022-08-11,3025CA,NXH382,Export,1.0,1092.5,1093
SO - 044165,2022-08-11,3576BA,AXW291,Distributor,1.0,44.79,45
SO - 044166,2022-08-11,3502BA,AXW291,Wholesale,23.0,1234.335,28390
SO - 044167,2022-08-11,1956CA,AXW291,Wholesale,1.0,1250.0,1250
SO - 044168,2022-08-11,1970CA,AXW291,Wholesale,283.0,244.928,69315
SO - 044169,2022-08-11,3132BA,GUT930,Export,1.0,190.0,190
SO - 044170,2022-08-11,1163CA,AXW291,Export,32.0,94.66425,3029
SO - 044171,2022-08-11,3193AA,AXW291,Wholesale,2.0,1425.0,2850
SO - 044172,2022-08-11,2988AA,AXW291,Wholesale,1.0,9261.0,9261
SO - 044173,2022-08-11,1624AA,FLR025,Distributor,2.0,722.101,1444
SO - 044174,2022-08-11,2293AA,AXW291,Export,328.0,12.73097,4176
SO - 044175,2022-08-11,2763CA,NXH382,Wholesale,271.0,10.08731,2734
SO - 044176,2022-08-11,1906CA,AXW291,Distributor,3.0,1893.75,5681
SO - 044177,2022-08-11,3365CA,NXH382,Wholesale,2.0,13.3248,27
SO - 044178,2022-08-11,1764AA,NXH382,Wholesale,4.347493573,325.0,1413
SO - 044179,2022-08-11,3180BA,NXH382,Wholesale,0.284783404,30.0,9
